Years,CO2,CH4,N2O,HFC-134a,HFC-23,HFC-32,HFC-125,HFC-143a,HFC-152a,HFC-227ea,HFC-236fa,HFC-245fa,HFC-365mfc,HFC-43-10mee,NF3,SF6,SO2F2,CF4,C2F6,C3F8,C4F10,C5F12,C6F14,C7F16,C8F18,c-C4F8,CFC-12,CFC-11,CFC-113,CFC-114,CFC-115,HCFC-22,HCFC-141b,HCFC-142b,CH3CCl3,CCl4,CH3Cl,CH2Cl2,CHCl3,CH3Br,Halon-1211,Halon-1301,Halon-2402,CFC-12-eq,HFC-134a-eq,CFC-11-eq
1997,363.2519618103963,1761.5010691346272,313.1830378395477,5.399307977177685,12.750008536534262,0.05661919917296999,0.8248193399874615,1.2099987745463745,1.0798835762858752,0.06000001311633265,0.009575980613097715,0,0.004000423500521084,0.020732271711021384,0.10393599999999885,3.8899864927800656,0.9299996784851271,69.0698960015589,2.6610097947823363,0.19629999250984762,0.11200000000007491,0.08550000000003356,0.12400000000078869,0.06500000000002566,0.04800000000001903,0.8555549999999625,534.9630339627353,265.2918520999563,83.5211324693933,16.362446812718062,7.813324523095595,127.37702467147767,7.714768977103603,8.959980699446483,77.60030496601007,101.24208243955276,542.7740227377209,20.919768813488343,10.673722708184002,9.140432433966225,3.78029574880618,2.6506699537227982,0.4900000360387808,1041.1678283957658,84.4193783997099,674.9716721635517
1998,365.93295801973136,1770.2906917676119,313.9070086194167,8.110631437625992,13.540008907188698,0.06999999834002783,0.9994525313598362,1.5299981554655202,1.3595912975818878,0.07300002521286032,0.01316697694392146,0,0.010000005653032823,0.026339268508032424,0.12016699999999066,4.10998756460537,0.9799996650667689,69.77859604738074,2.781449785703558,0.2195149899210437,0.11799999999998,0.09000000000002373,0.1400000000000387,0.06900000000001826,0.05300000000001446,0.8713580000002703,537.6670265271072,263.8838628813274,82.96492471730254,16.399945772104616,7.9541652315983855,134.27282296018646,9.836338805989683,9.961479774033515,65.37696430844791,100.31604654034048,570.7273499510087,20.359298711123454,10.258787568073236,9.254634189838347,3.887360842681,2.7249999592413032,0.49000003862801683,1046.231121053028,90.44830761076544,681.5855364077585
1999,367.8449747848758,1778.19950843302,314.70898638695144,11.121968988109897,14.300010989456723,0.08999998953924852,1.2204217227330192,1.9399973516130515,1.539625770691341,0.08600003783998789,0.01675797328768457,4.148790014539452e-06,0.011000006166947308,0.03241546465245137,0.1387519999999659,4.358643637319768,1.019999651072231,70.47599608868804,2.9081997735572642,0.24549498752058055,0.12449999999997476,0.0944999999999878,0.15649999999996117,0.07299999999999039,0.05799999999999198,0.8880860000005765,540.1430325506212,262.5458669946311,82.38263380869104,16.449954024674756,8.049995753419665,138.68090052431896,11.384798634881074,11.354286757489824,54.61866831121329,99.33087235850121,562.6231658970054,20.44127845939332,10.200666612420125,9.09377772000412,3.999729152892579,2.802669964759128,0.4900000348256249,1048.7122445039765,96.94194682260364,685.5879204488086
2000,369.12498003173897,1778.0101325717426,315.7589947402996,14.691894552449313,15.120010106999144,0.16999996239600537,1.6037119141050091,2.429996361958411,2.1079475687377522,0.10600005058210371,0.02154596965671895,2.9456416046540573e-05,0.013000006680864208,0.040547359484820876,0.15860100000020458,4.563808581347453,1.0499996364224522,71.17349622255456,3.038709771540713,0.273739985860116,0.13000000000001882,0.09850000000001513,0.17250000000003993,0.07750000000001458,0.06250000000001349,0.905661000000054,542.3829885756395,261.16984210013896,81.998416594581,16.499963970540854,8.149996783010486,143.46143637479506,13.121398463769163,12.102788864837615,45.629814446334706,98.27196935196791,552.0705462064851,20.034658311467922,9.454691865624364,8.829522994020287,4.127887867889199,2.862379970152375,0.4900000314657455,1051.1204552172337,104.51957940010847,690.4581616512597
2001,370.67299009863126,1776.530733991747,316.4930127914053,19.702295578702977,15.880009539034061,0.26999993461204375,1.9783321054771943,2.969995256628857,2.3026039206618276,0.1320000492902297,0.026333965915491687,0.0002597141217015472,0.019000007194782936,0.050659650550964865,0.18139200000027933,4.776847016550483,1.099999621018111,71.85479649970686,3.162919786257578,0.30362498435992935,0.13650000000004187,0.10300000000003294,0.18850000000008996,0.08150000000003178,0.06700000000002981,0.9240340000001188,543.1950139620753,259.54983219419415,81.48942808915847,16.54997949676631,8.262498718601407,149.25739488012655,14.544998317679699,13.052591834491155,37.923712566568476,97.35795714684976,542.7083239332736,19.54157918970926,9.350273602755511,8.354893207090138,4.220908431617162,2.8942899753426556,0.49000003139985765,1052.909258985098,113.35289500904695,697.09623695698
2002,372.8349942841128,1778.9609277480606,317.1010163272052,23.515457853314654,16.560010391177663,0.3899999041828401,2.5270122968507214,3.5299941211689436,2.9008639520959925,0.15900006891472163,0.03231896260649079,0.002832789453069694,0.03000001198800031,0.06128753981531395,0.2125600000002218,4.990507538063744,1.1599996047475565,72.51259644747323,3.2808697878718203,0.33430998196420464,0.1425000000000177,0.1065000000000136,0.20150000000003823,0.08500000000001334,0.07100000000001261,0.9437180000000517,543.6559867780333,257.66879143970084,80.81803446482745,16.59997547274217,8.299998415270094,154.42527002324383,15.739598321704682,13.693090487701996,31.91746649936287,96.34296668580807,535.3501360463683,21.384500990227014,8.940342304399488,8.333909138549137,4.280658752461573,2.9381799750604976,0.49000003407512227,1053.7356407352415,121.44134066801949,702.5234760507296
2003,375.4109950339527,1783.5898218275397,317.73000648997595,27.517083036323385,17.260011122593337,0.502713864707426,2.913952488222201,4.223822823751216,3.488562063351695,0.1890000922682322,0.03830395966783084,0.06715815716624221,0.06000004457702562,0.0730678287668899,0.25479100000029126,5.207866993301327,1.219999585743565,73.28449530883447,3.425119786554045,0.36955797741966984,0.14750000000004862,0.10900000000003651,0.21350000000010602,0.08900000000003665,0.07450000000003466,0.9656520000001455,543.3509969205846,255.4128070996974,80.10183480942608,16.599952655748343,8.320768523946976,158.99640284385012,16.89009836680835,14.409090192038347,26.717827352825747,95.34536148911438,538.8634622539195,21.95576256840985,8.946687821637196,8.222527905868821,4.319008377135738,2.9971299562499283,0.4888250353134876,1053.5243905805546,129.8941679673974,707.8405878691306
2004,376.9870024987384,1784.2302782703098,318.3570141517666,31.544722683080703,18.060013474602545,0.8247378237698305,3.5451226795963335,5.00792149898349,3.886517258164316,0.23300011642310445,0.04428895678304975,0.2379739210310139,0.12000008961374999,0.08672221798117856,0.3060770000002386,5.4351964115025835,1.3038595554246377,74.13009399412802,3.577999785192888,0.4058839725328299,0.15200000000002575,0.11200000000001915,0.2240000000000564,0.09250000000001946,0.0770000000000182,0.9909980000000816,542.8479943253145,253.19379962696314,79.26674351270857,16.59006009600137,8.341978773334498,164.70639407337327,17.334598508255397,15.063492990006816,22.222681504183985,94.38845939844204,537.7152341375681,21.630816228124896,8.98135240200966,8.019330729304174,4.340159345045218,3.035939952198831,0.4857220362396962,1053.297862135825,139.31217258268734,713.9765588945895
2005,378.9070049781594,1783.3604149609464,319.130004053096,36.60471895947571,18.970015659970063,1.275769782831378,4.23199287096713,5.881380174215706,4.650364603051767,0.2850001350765319,0.050273953098940255,0.4664568848960404,0.2100001126341868,0.10239290767093746,0.3500000000001851,5.656007268215846,1.3807695232410933,74.98279267942216,3.697199783831788,0.440129967645994,0.15600000000000794,0.11400000000000625,0.23350000000001744,0.09600000000000604,0.08000000000001246,1.020750000000026,542.1459783538345,250.91480357035667,78.73161921593538,16.542273177237757,8.346869022722315,170.47948938917287,17.678198673929895,15.68219339253758,18.557329185843688,93.41565891235392,538.5567708037585,22.703665727712604,9.290102280411768,7.9312975799373175,4.354827182057796,3.0733499590667104,0.48132503716591923,1053.4554665709213,150.42983990464035,721.8761946700395
2006,381.0100069597743,1783.4212323675667,319.93300088971523,40.86165862073144,20.050018093228815,1.60655974165817,4.828963109779398,6.627838972413528,5.463509811876615,0.3600001556904146,0.061035145747411146,0.706620848760411,0.3200001484984245,0.11962889791123005,0.40000000000009445,5.891855680737433,1.4534794949056,75.77629201517071,3.767239782431625,0.46434496423399746,0.15949999999998501,0.11599999999998878,0.2409999999999676,0.09949999999998836,0.08150000000001402,1.0534299999999444,540.6499663532371,248.66479574640678,78.12813223344004,16.514484307694588,8.368909162137657,177.6055412245145,18.4549988560992,16.647892777961975,15.458243643622012,92.31416522701522,536.2959017434486,22.916110833955496,8.547016034502983,7.679868650183714,4.3348494976628045,3.1184199610084957,0.4762690380921375,1053.7071714211775,160.6436102663605,730.3126279398407
2007,382.6030246838663,1788.9513113100427,320.6460136627107,45.316841999878626,21.27452375634954,2.1004196956662398,5.509383612329105,7.374408194871698,5.803807332672594,0.43000017662396633,0.06637563779021897,0.9124758118638702,0.41000017905514713,0.13823088911499226,0.4600000000000442,6.164003156357076,1.5028794902686977,76.47559467149279,3.8644397815887044,0.4830769694108365,0.16249999999997666,0.11749999999998324,0.2479999999999487,0.10299999999998159,0.08349999999998381,1.0861999999999086,538.4259843487727,246.41382944000011,77.31464077179457,16.490682924206666,8.360188689683275,185.02057054543795,19.124198867291742,17.730092520826997,12.834123210666904,91.1294659826206,544.8235375506214,24.113162319525646,8.846131875296736,7.651655560467003,4.309016705478708,3.136809961290133,0.4684500401007061,1053.942387933778,171.15385974395383,739.8071796393627
2008,384.7390186277796,1798.4196480475584,321.5749912537854,49.71934077572511,22.006818766794225,2.708719635893726,6.429283924228215,8.326615995896203,6.857228635383226,0.5000001993629104,0.07467263327650775,1.0804997805060201,0.4322652158304047,0.15781688253348933,0.5200000000001272,6.453542625099246,1.5391694944203396,77.15499475310021,3.942859793319819,0.5037679746953988,0.1649999999999948,0.11949999999999635,0.2534999999999887,0.10699999999999527,0.08499999999999656,1.118819999999976,536.3339646170801,244.47682220944117,76.47364163622427,16.45867736696668,8.38267848172555,193.09755228475987,19.546498911668582,18.928292378523043,10.935849777992425,89.87336868281324,546.2872206506926,26.412729299585745,8.74718471569186,7.470538326189312,4.24762941117064,3.1567599620000206,0.4623090450291518,1054.8031608714662,181.9931297565296,750.1117060094166
2009,386.2800190439304,1802.1011798398904,322.27500672799493,52.76593080652865,22.658214196243005,3.002319590957256,7.70602371377156,9.355365263029896,7.076026720758875,0.5700002324512452,0.08400674806123064,1.222539803216232,0.4763352488796098,0.17747688100690895,0.5999999999999075,6.728324339700987,1.5879095008640371,77.73389563178098,4.015999842947383,0.5175449799320219,0.1674999999999569,0.12099999999996884,0.257999999999907,0.10999999999996551,0.08599999999997084,1.152839999999815,533.7759774119735,242.4608238160448,75.92381995803247,16.42168591828189,8.389018826318434,200.31448662934943,19.87019880384688,19.93079222409992,9.145282380674315,88.5735729551247,539.8231670184904,26.188381402871013,8.543028169174624,7.171112690286397,4.189547875534267,3.1835699657441263,0.4620170312318828,1054.1652375424887,191.13477013126482,758.100486395259
2010,388.71702927848315,1807.850678487542,323.1409918019365,57.85153661671476,23.29651442668414,3.9209894407367827,8.963194382542676,10.426983928879915,7.474033525866819,0.6500002576567411,0.09050125216384848,1.3827497984346797,0.5346282575684586,0.19690187983641871,0.7100000000001669,7.010202897431224,1.66125947078267,78.37379533559988,4.092629842439219,0.5396579796633462,0.16949999999998758,0.12200000000000477,0.2630000000000096,0.11399999999998887,0.08699999999999906,1.1887200000000149,531.2819664047586,240.45180908197108,75.33903166557926,16.415090044314734,8.38635909543843,207.74554767003042,20.679498859586673,20.536892993356506,7.662665671856524,87.38095899519317,535.3102578177717,29.34654771148887,8.949861946527042,7.125164194153855,4.121598822104724,3.1960699660706116,0.4581970242243634,1054.368491607148,203.06907080808438,768.7643822848389
2011,390.9440146913259,1813.0702046650822,324.1589801777968,62.84794999109607,24.134216003439068,5.171979406906892,10.464804950797813,11.921485080218451,7.894731996788642,0.7400002516265903,0.09668212701216428,1.5551597744928378,0.555787285357389,0.21967887031762512,0.8300000000003914,7.307322114166748,1.7433294288526016,79.04059457996046,4.170369846801949,0.5581129789082748,0.17199999999992877,0.12300000000002659,0.26700000000006724,0.11699999999993427,0.08800000000000378,1.2261800000001593,528.5329724353254,238.2458125406179,74.63823385168111,16.36138450247586,8.38700899316457,214.55937332476455,21.561198836899454,21.354193744745327,6.305953694354723,86.0587829688257,534.1656108974325,29.494614864156787,8.949700168795957,7.106488341697769,4.048868134991818,3.2309599697713054,0.45077202205690464,1053.4544564855214,216.2338107130284,779.1241715774898
2012,393.01599271585275,1815.261234303929,325.0049911296068,67.7508719459113,24.988317393251336,5.642169309267434,11.741205773991872,12.845084549111847,8.037666181230945,0.8300002617456134,0.11149094064896804,1.7507897635355498,0.6353292607032538,0.23203588793755173,0.9600000000002181,7.598473327647608,1.8230693972445415,79.78919498861724,4.244799847551172,0.5714049797285893,0.17449999999992494,0.12399999999989843,0.27100000000001595,0.11999999999990985,0.08900000000002752,1.2636500000000368,525.833969773058,236.20683744133507,73.97863018047723,16.34028707681048,8.405529201051833,220.10840616484836,22.543598799636417,21.619893676873954,5.2453308148762074,85.0142453656043,537.6538086991932,29.29961570168341,8.84359563099328,6.98785672323249,3.964238051776295,3.2525399728141697,0.4437010204098088,1051.974536560162,227.83931418057233,787.7664293875569
2013,395.72497934409745,1822.5808485149728,325.9189931733818,74.77006273696612,26.027622326286323,7.502489267877563,13.946606272738643,14.522682528808623,8.094252352929846,0.9300002730754652,0.12175094212689079,1.9295397369341192,0.693024271149412,0.24273889293968207,1.1000000000002301,7.91087030160412,1.9533192995856206,80.5326941963097,4.328779817193628,0.5865809819023373,0.1770000000000065,0.12500000000000427,0.2750000000000116,0.12299999999997357,0.09000000000000441,1.3011200000000327,523.11497544178,234.38086809039214,73.30493414762587,16.32728017756141,8.421289533130068,226.13036380134568,23.414698759587267,22.207694453289264,4.363625559515755,83.89107921295675,539.6203591760957,35.04788412836755,9.249993007053638,6.848844537383641,3.861788437466535,3.3059999741598296,0.4365260210972239,1051.7350527878714,244.87702316335717,801.3028786803322
2014,397.54697693162257,1831.471004730897,326.987992968083,80.51572869680321,26.890435245651656,8.336969011657578,15.355007655238923,15.252780890905562,7.7326584497080795,1.005670267907627,0.13057089955599882,2.047369732578616,0.7650303032863932,0.2472628932323286,1.2400000000004103,8.221433068118094,2.039329283575727,81.0924905413935,4.398729723085918,0.600662975552369,0.17950000000002275,0.12600000000001735,0.27900000000005165,0.12599999999992387,0.09100000000001589,1.3385800000000858,520.5809647727203,233.07987021475972,72.71072446502528,16.306567622344986,8.429009294644056,229.54206686591382,23.809098542160076,22.07569416312583,3.6802712473923584,83.06993148524006,539.5420322245795,36.34755717145864,9.90184231379564,6.686090272697672,3.7536577775540656,3.2976099705264157,0.4310620244549881,1049.5128779427332,257.0641981040736,809.1864765809844
